participant_id	ses	variable	value	local
A00055267	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055267/ses-TRT/func/sub-A00055267_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055267/ses-TRT/func/sub-A00055267_ses-TRT_task-rest_acq-645_physio.json
A00055267	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055267/ses-BAS1/anat/sub-A00055267_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055267/ses-BAS1/anat/sub-A00055267_ses-BAS1_T1w.json
A00055267	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055267/ses-BAS1/anat/sub-A00055267_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055267/ses-BAS1/anat/sub-A00055267_ses-BAS1_T1w.nii.gz
A00055267	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055267/ses-BAS1/func/sub-A00055267_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055267/ses-BAS1/func/sub-A00055267_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00055267	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055267/ses-BAS1/func/sub-A00055267_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055267/ses-BAS1/func/sub-A00055267_ses-BAS1_task-rest_acq-645_bold.json
A00055267	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055267/ses-BAS1/func/sub-A00055267_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055267/ses-BAS1/func/sub-A00055267_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00055267	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055267/ses-BAS1/func/sub-A00055267_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055267/ses-BAS1/func/sub-A00055267_ses-BAS1_task-rest_acq-645_physio.json
A00055462	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055462/ses-TRT/anat/sub-A00055462_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055462/ses-TRT/anat/sub-A00055462_ses-TRT_T1w.json
A00055462	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055462/ses-TRT/anat/sub-A00055462_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055462/ses-TRT/anat/sub-A00055462_ses-TRT_T1w.nii.gz
A00055462	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055462/ses-TRT/func/sub-A00055462_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055462/ses-TRT/func/sub-A00055462_ses-TRT_task-rest_acq-645_bold.nii.gz
A00055462	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055462/ses-TRT/func/sub-A00055462_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055462/ses-TRT/func/sub-A00055462_ses-TRT_task-rest_acq-645_bold.json
A00055462	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055462/ses-TRT/func/sub-A00055462_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055462/ses-TRT/func/sub-A00055462_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00055462	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055462/ses-TRT/func/sub-A00055462_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055462/ses-TRT/func/sub-A00055462_ses-TRT_task-rest_acq-645_physio.json
A00055462	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055462/ses-BAS1/anat/sub-A00055462_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055462/ses-BAS1/anat/sub-A00055462_ses-BAS1_T1w.json
A00055462	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055462/ses-BAS1/anat/sub-A00055462_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055462/ses-BAS1/anat/sub-A00055462_ses-BAS1_T1w.nii.gz
A00055462	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055462/ses-BAS1/func/sub-A00055462_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055462/ses-BAS1/func/sub-A00055462_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00055462	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055462/ses-BAS1/func/sub-A00055462_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055462/ses-BAS1/func/sub-A00055462_ses-BAS1_task-rest_acq-645_bold.json
A00055462	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055462/ses-BAS1/func/sub-A00055462_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055462/ses-BAS1/func/sub-A00055462_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00055462	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055462/ses-BAS1/func/sub-A00055462_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055462/ses-BAS1/func/sub-A00055462_ses-BAS1_task-rest_acq-645_physio.json
A00055612	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055612/ses-TRT/anat/sub-A00055612_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055612/ses-TRT/anat/sub-A00055612_ses-TRT_T1w.json
A00055612	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055612/ses-TRT/anat/sub-A00055612_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055612/ses-TRT/anat/sub-A00055612_ses-TRT_T1w.nii.gz
A00055612	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055612/ses-TRT/func/sub-A00055612_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055612/ses-TRT/func/sub-A00055612_ses-TRT_task-rest_acq-645_bold.nii.gz
A00055612	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055612/ses-TRT/func/sub-A00055612_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055612/ses-TRT/func/sub-A00055612_ses-TRT_task-rest_acq-645_bold.json
A00055612	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055612/ses-TRT/func/sub-A00055612_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055612/ses-TRT/func/sub-A00055612_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00055612	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055612/ses-TRT/func/sub-A00055612_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055612/ses-TRT/func/sub-A00055612_ses-TRT_task-rest_acq-645_physio.json
A00055612	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055612/ses-BAS1/anat/sub-A00055612_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055612/ses-BAS1/anat/sub-A00055612_ses-BAS1_T1w.json
A00055612	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055612/ses-BAS1/anat/sub-A00055612_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055612/ses-BAS1/anat/sub-A00055612_ses-BAS1_T1w.nii.gz
A00055612	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055612/ses-BAS1/func/sub-A00055612_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055612/ses-BAS1/func/sub-A00055612_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00055612	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055612/ses-BAS1/func/sub-A00055612_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055612/ses-BAS1/func/sub-A00055612_ses-BAS1_task-rest_acq-645_bold.json
A00055612	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055612/ses-BAS1/func/sub-A00055612_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055612/ses-BAS1/func/sub-A00055612_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00055612	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055612/ses-BAS1/func/sub-A00055612_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055612/ses-BAS1/func/sub-A00055612_ses-BAS1_task-rest_acq-645_physio.json
A00055693	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055693/ses-TRT/anat/sub-A00055693_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055693/ses-TRT/anat/sub-A00055693_ses-TRT_T1w.json
A00055693	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055693/ses-TRT/anat/sub-A00055693_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055693/ses-TRT/anat/sub-A00055693_ses-TRT_T1w.nii.gz
A00055693	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055693/ses-TRT/func/sub-A00055693_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055693/ses-TRT/func/sub-A00055693_ses-TRT_task-rest_acq-645_bold.nii.gz
A00055693	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055693/ses-TRT/func/sub-A00055693_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055693/ses-TRT/func/sub-A00055693_ses-TRT_task-rest_acq-645_bold.json
A00055693	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055693/ses-TRT/func/sub-A00055693_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055693/ses-TRT/func/sub-A00055693_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00055693	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055693/ses-TRT/func/sub-A00055693_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055693/ses-TRT/func/sub-A00055693_ses-TRT_task-rest_acq-645_physio.json
A00055693	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055693/ses-BAS1/anat/sub-A00055693_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055693/ses-BAS1/anat/sub-A00055693_ses-BAS1_T1w.json
A00055693	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055693/ses-BAS1/anat/sub-A00055693_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055693/ses-BAS1/anat/sub-A00055693_ses-BAS1_T1w.nii.gz
A00055693	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055693/ses-BAS1/func/sub-A00055693_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055693/ses-BAS1/func/sub-A00055693_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00055693	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055693/ses-BAS1/func/sub-A00055693_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055693/ses-BAS1/func/sub-A00055693_ses-BAS1_task-rest_acq-645_bold.json
A00055693	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055693/ses-BAS1/func/sub-A00055693_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055693/ses-BAS1/func/sub-A00055693_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00055693	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055693/ses-BAS1/func/sub-A00055693_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055693/ses-BAS1/func/sub-A00055693_ses-BAS1_task-rest_acq-645_physio.json
A00055727	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055727/ses-TRT/anat/sub-A00055727_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055727/ses-TRT/anat/sub-A00055727_ses-TRT_T1w.json
A00055727	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055727/ses-TRT/anat/sub-A00055727_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055727/ses-TRT/anat/sub-A00055727_ses-TRT_T1w.nii.gz
A00055727	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055727/ses-TRT/func/sub-A00055727_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055727/ses-TRT/func/sub-A00055727_ses-TRT_task-rest_acq-645_bold.nii.gz
A00055727	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055727/ses-TRT/func/sub-A00055727_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055727/ses-TRT/func/sub-A00055727_ses-TRT_task-rest_acq-645_bold.json
A00055727	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055727/ses-TRT/func/sub-A00055727_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055727/ses-TRT/func/sub-A00055727_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00055727	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055727/ses-TRT/func/sub-A00055727_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055727/ses-TRT/func/sub-A00055727_ses-TRT_task-rest_acq-645_physio.json
A00055727	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055727/ses-BAS1/anat/sub-A00055727_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055727/ses-BAS1/anat/sub-A00055727_ses-BAS1_T1w.json
A00055727	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055727/ses-BAS1/anat/sub-A00055727_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055727/ses-BAS1/anat/sub-A00055727_ses-BAS1_T1w.nii.gz
A00055727	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055727/ses-BAS1/func/sub-A00055727_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055727/ses-BAS1/func/sub-A00055727_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00055727	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055727/ses-BAS1/func/sub-A00055727_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055727/ses-BAS1/func/sub-A00055727_ses-BAS1_task-rest_acq-645_bold.json
A00055727	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055727/ses-BAS1/func/sub-A00055727_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055727/ses-BAS1/func/sub-A00055727_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00055727	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055727/ses-BAS1/func/sub-A00055727_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055727/ses-BAS1/func/sub-A00055727_ses-BAS1_task-rest_acq-645_physio.json
A00055728	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055728/ses-TRT/anat/sub-A00055728_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055728/ses-TRT/anat/sub-A00055728_ses-TRT_T1w.json
A00055728	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055728/ses-TRT/anat/sub-A00055728_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055728/ses-TRT/anat/sub-A00055728_ses-TRT_T1w.nii.gz
A00055728	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055728/ses-TRT/func/sub-A00055728_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055728/ses-TRT/func/sub-A00055728_ses-TRT_task-rest_acq-645_bold.nii.gz
A00055728	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055728/ses-TRT/func/sub-A00055728_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055728/ses-TRT/func/sub-A00055728_ses-TRT_task-rest_acq-645_bold.json
A00055728	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055728/ses-TRT/func/sub-A00055728_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055728/ses-TRT/func/sub-A00055728_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00055728	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055728/ses-TRT/func/sub-A00055728_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055728/ses-TRT/func/sub-A00055728_ses-TRT_task-rest_acq-645_physio.json
A00055728	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055728/ses-BAS1/anat/sub-A00055728_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055728/ses-BAS1/anat/sub-A00055728_ses-BAS1_T1w.json
A00055728	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055728/ses-BAS1/anat/sub-A00055728_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055728/ses-BAS1/anat/sub-A00055728_ses-BAS1_T1w.nii.gz
A00055728	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055728/ses-BAS1/func/sub-A00055728_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055728/ses-BAS1/func/sub-A00055728_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00055728	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055728/ses-BAS1/func/sub-A00055728_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055728/ses-BAS1/func/sub-A00055728_ses-BAS1_task-rest_acq-645_bold.json
A00055728	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055728/ses-BAS1/func/sub-A00055728_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055728/ses-BAS1/func/sub-A00055728_ses-BAS1_task-rest_acq-645_physio.tsv.gz
A00055728	BAS1	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055728/ses-BAS1/func/sub-A00055728_ses-BAS1_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055728/ses-BAS1/func/sub-A00055728_ses-BAS1_task-rest_acq-645_physio.json
A00055866	TRT	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055866/ses-TRT/anat/sub-A00055866_ses-TRT_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055866/ses-TRT/anat/sub-A00055866_ses-TRT_T1w.json
A00055866	TRT	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055866/ses-TRT/anat/sub-A00055866_ses-TRT_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055866/ses-TRT/anat/sub-A00055866_ses-TRT_T1w.nii.gz
A00055866	TRT	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055866/ses-TRT/func/sub-A00055866_ses-TRT_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055866/ses-TRT/func/sub-A00055866_ses-TRT_task-rest_acq-645_bold.nii.gz
A00055866	TRT	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055866/ses-TRT/func/sub-A00055866_ses-TRT_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055866/ses-TRT/func/sub-A00055866_ses-TRT_task-rest_acq-645_bold.json
A00055866	TRT	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055866/ses-TRT/func/sub-A00055866_ses-TRT_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055866/ses-TRT/func/sub-A00055866_ses-TRT_task-rest_acq-645_physio.tsv.gz
A00055866	TRT	task-rest_acq-645_physio_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055866/ses-TRT/func/sub-A00055866_ses-TRT_task-rest_acq-645_physio.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055866/ses-TRT/func/sub-A00055866_ses-TRT_task-rest_acq-645_physio.json
A00055866	BAS1	T1w_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055866/ses-BAS1/anat/sub-A00055866_ses-BAS1_T1w.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055866/ses-BAS1/anat/sub-A00055866_ses-BAS1_T1w.json
A00055866	BAS1	T1w	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055866/ses-BAS1/anat/sub-A00055866_ses-BAS1_T1w.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055866/ses-BAS1/anat/sub-A00055866_ses-BAS1_T1w.nii.gz
A00055866	BAS1	task-rest_acq-645	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055866/ses-BAS1/func/sub-A00055866_ses-BAS1_task-rest_acq-645_bold.nii.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055866/ses-BAS1/func/sub-A00055866_ses-BAS1_task-rest_acq-645_bold.nii.gz
A00055866	BAS1	task-rest_acq-645_meta	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055866/ses-BAS1/func/sub-A00055866_ses-BAS1_task-rest_acq-645_bold.json	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055866/ses-BAS1/func/sub-A00055866_ses-BAS1_task-rest_acq-645_bold.json
A00055866	BAS1	task-rest_acq-645_physio	s3://fcp-indi/data/Projects/RocklandSample/RawDataBIDSLatest/sub-A00055866/ses-BAS1/func/sub-A00055866_ses-BAS1_task-rest_acq-645_physio.tsv.gz	/research/cisc1/projects/critchley_nkiphysio/rawdata/sub-A00055866/ses-BAS1/func/sub-A00055866_ses-BAS1_task-rest_acq-645_physio.tsv.gz
